省份,城市,年份,价格,趋势,,,,,,
河南,禹州,2020,4761,0.64%↓,,,,,,
河南,禹州,2021,4761,--,,,,,,
河南,禹州,2022,4761,--,,,,,,
河南,禹州,2023,4573,2.63%↓,,,,,,
河南,禹州,2024,4391,0.76%↓,,,,,,
河南,长葛,2019,4811,0.42%↑,,,,,,
河南,长葛,2020,4791,0.38%↓,,,,,,
河南,长葛,2021,4772,--,,,,,,
河南,长葛,2022,4791,--,,,,,,
河南,长葛,2023,4561,0.57%↓,,,,,,
河南,长葛,2024,4503,0.07%↓,,,,,,
河南,郑州,2015,8790,1%↓,,,,,,
河南,郑州,2016,12091,2.73%↑,,,,,,
河南,郑州,2017,12859,0.01%↓,,,,,,
河南,郑州,2018,13582,0.95%↓,,,,,,
河南,郑州,2019,13266,0.86%↓,,,,,,
河南,郑州,2020,13509,1.65%↑,,,,,,
河南,郑州,2021,13328,1.48%↓,,,,,,
河南,郑州,2022,13504,0.22%↓,,,,,,
河南,郑州,2023,11475,0.82%↓,,,,,,
河南,郑州,2024,11421,0.23%↓,,,,,,
河南,周口,2016,4878,--,,,,,,
河南,周口,2017,4435,0.04%↓,,,,,,
河南,周口,2018,4814,0.92%↑,,,,,,
河南,周口,2019,4986,1.14%↑,,,,,,
河南,周口,2020,4961,0.41%↓,,,,,,
河南,周口,2021,4954,0.24%↑,,,,,,
河南,周口,2022,4945,0.24%↓,,,,,,
河南,周口,2023,5083,1.05%↑,,,,,,
河南,周口,2024,5038,0.27%↓,,,,,,
河南,驻马店,2016,4943,--,,,,,,
河南,驻马店,2017,6646,0.02%↑,,,,,,
河南,驻马店,2018,6433,0.91%↑,,,,,,
河南,驻马店,2019,6486,3.5%↓,,,,,,
河南,驻马店,2020,6390,0.29%↓,,,,,,
河南,驻马店,2021,6199,1.49%↑,,,,,,
河南,驻马店,2022,6079,1.24%↓,,,,,,
河南,驻马店,2023,5576,1.73%↓,,,,,,
河南,驻马店,2024,5523,0.05%↑,,,,,,
黑龙江,大庆,2015,5073,--,,,,,,
黑龙江,大庆,2016,5100,0.36%↑,,,,,,
黑龙江,大庆,2017,5183,--,,,,,,
黑龙江,大庆,2018,5291,1.02%↓,,,,,,
黑龙江,大庆,2019,5382,1.07%↓,,,,,,
黑龙江,大庆,2020,5317,0.21%↓,,,,,,
黑龙江,大庆,2021,5087,0.57%↓,,,,,,
黑龙江,大庆,2022,4914,0.99%↓,,,,,,
黑龙江,大庆,2023,4759,0.58%↓,,,,,,
黑龙江,大庆,2024,4791,0.1%↑,,,,,,
黑龙江,大兴安岭,2019,3384,--,,,,,,
黑龙江,大兴安岭,2020,3305,2.31%↓,,,,,,
黑龙江,大兴安岭,2021,2994,--,,,,,,
黑龙江,大兴安岭,2022,2994,--,,,,,,
黑龙江,大兴安岭,2023,3464,1.79%↓,,,,,,
黑龙江,大兴安岭,2024,3472,0.09%↓,,,,,,
黑龙江,哈尔滨,2015,9131,1%↑,,,,,,
黑龙江,哈尔滨,2016,7624,0.43%↓,,,,,,
黑龙江,哈尔滨,2017,8348,0.03%↑,,,,,,
黑龙江,哈尔滨,2018,9622,0.22%↑,,,,,,
黑龙江,哈尔滨,2019,9908,0.55%↑,,,,,,
黑龙江,哈尔滨,2020,9999,0.1%↑,,,,,,
黑龙江,哈尔滨,2021,9672,0.01%↓,,,,,,
黑龙江,哈尔滨,2022,8975,0.38%↓,,,,,,
黑龙江,哈尔滨,2023,8163,0.11%↓,,,,,,
黑龙江,哈尔滨,2024,8304,0.93%↑,,,,,,
黑龙江,鹤岗,2019,1948,0.94%↑,,,,,,
黑龙江,鹤岗,2020,1955,3.54%↓,,,,,,
黑龙江,鹤岗,2021,2177,2.9%↓,,,,,,
黑龙江,鹤岗,2022,2082,2.48%↓,,,,,,
黑龙江,鹤岗,2023,1943,1.26%↓,,,,,,
黑龙江,鹤岗,2024,1890,1.8%↓,,,,,,
黑龙江,黑河,2019,3962,--,,,,,,
黑龙江,黑河,2020,4175,3.07%↑,,,,,,
黑龙江,黑河,2021,4170,6.51%↓,,,,,,
黑龙江,黑河,2022,4039,1.28%↓,,,,,,
黑龙江,黑河,2023,4672,2.36%↑,,,,,,
黑龙江,黑河,2024,4785,1.66%↑,,,,,,
黑龙江,鸡西,2015,3202,--,,,,,,
黑龙江,鸡西,2016,3211,0.93%↑,,,,,,
黑龙江,鸡西,2017,3364,0.06%↑,,,,,,
黑龙江,鸡西,2018,3553,1.68%↑,,,,,,
黑龙江,鸡西,2019,3840,--,,,,,,
黑龙江,鸡西,2020,4006,0.75%↑,,,,,,
黑龙江,鸡西,2021,4150,0.7%↓,,,,,,
黑龙江,鸡西,2022,4183,0.55%↓,,,,,,
黑龙江,鸡西,2023,4444,0.26%↓,,,,,,
黑龙江,鸡西,2024,4363,0.63%↓,,,,,,
黑龙江,佳木斯,2015,3701,1%↓,,,,,,
黑龙江,佳木斯,2016,3710,0.51%↑,,,,,,
黑龙江,佳木斯,2017,4097,0.02%↑,,,,,,
黑龙江,佳木斯,2018,4388,0.22%↑,,,,,,
黑龙江,佳木斯,2019,4637,1.08%↑,,,,,,
黑龙江,佳木斯,2020,4588,0.15%↓,,,,,,
黑龙江,佳木斯,2021,4585,0.74%↑,,,,,,
黑龙江,佳木斯,2022,4403,1.7%↑,,,,,,
黑龙江,佳木斯,2023,3966,0.13%↓,,,,,,
黑龙江,佳木斯,2024,4094,2.62%↑,,,,,,
黑龙江,牡丹江,2015,4116,--,,,,,,
黑龙江,牡丹江,2016,4253,0.18%↑,,,,,,
黑龙江,牡丹江,2017,4817,--,,,,,,
黑龙江,牡丹江,2018,5124,0.3%↑,,,,,,
黑龙江,牡丹江,2019,5660,0.71%↓,,,,,,
黑龙江,牡丹江,2020,5619,0.23%↓,,,,,,
黑龙江,牡丹江,2021,5092,2.78%↓,,,,,,
黑龙江,牡丹江,2022,4815,0.19%↓,,,,,,
黑龙江,牡丹江,2023,4295,0.29%↓,,,,,,
黑龙江,牡丹江,2024,4263,0.26%↓,,,,,,
黑龙江,七台河,2019,3421,--,,,,,,
黑龙江,七台河,2020,3423,--,,,,,,
黑龙江,七台河,2021,3370,1.34%↓,,,,,,
黑龙江,七台河,2022,3407,0.12%↓,,,,,,
黑龙江,七台河,2023,3612,0.42%↓,,,,,,
黑龙江,七台河,2024,3611,0.77%↑,,,,,,
黑龙江,齐齐哈尔,2015,5263,--,,,,,,
黑龙江,齐齐哈尔,2016,5224,0.38%↑,,,,,,
黑龙江,齐齐哈尔,2017,5185,0.02%↑,,,,,,
黑龙江,齐齐哈尔,2018,5437,1.18%↑,,,,,,
黑龙江,齐齐哈尔,2019,5534,0.11%↑,,,,,,
黑龙江,齐齐哈尔,2020,5653,0.71%↑,,,,,,
黑龙江,齐齐哈尔,2021,5502,0.8%↓,,,,,,
黑龙江,齐齐哈尔,2022,4968,1.04%↓,,,,,,
黑龙江,齐齐哈尔,2023,4790,0.92%↓,,,,,,
黑龙江,齐齐哈尔,2024,4808,0.04%↑,,,,,,
黑龙江,双鸭山,2019,2844,0.11%↑,,,,,,
黑龙江,双鸭山,2020,2846,0.66%↓,,,,,,
黑龙江,双鸭山,2021,2725,1.74%↓,,,,,,
黑龙江,双鸭山,2022,2999,2.47%↑,,,,,,
黑龙江,双鸭山,2023,3471,0.72%↓,,,,,,
黑龙江,双鸭山,2024,3504,0.6%↑,,,,,,
黑龙江,绥化,2015,3605,1%↑,,,,,,
黑龙江,绥化,2016,3526,0.03%↓,,,,,,
黑龙江,绥化,2017,3567,0.02%↑,,,,,,
黑龙江,绥化,2018,3809,2.07%↑,,,,,,
黑龙江,绥化,2019,4323,4.01%↑,,,,,,
黑龙江,绥化,2020,4825,0.33%↑,,,,,,
黑龙江,绥化,2021,4885,0.57%↓,,,,,,
黑龙江,绥化,2022,4930,1.34%↑,,,,,,
黑龙江,绥化,2023,4384,0.57%↓,,,,,,
黑龙江,绥化,2024,4433,0.97%↑,,,,,,
黑龙江,伊春,2019,4736,--,,,,,,
黑龙江,伊春,2020,4984,2.49%↑,,,,,,
黑龙江,伊春,2021,5000,3.89%↑,,,,,,
黑龙江,伊春,2022,5185,3.08%↑,,,,,,
黑龙江,伊春,2023,5159,0.71%↑,,,,,,
黑龙江,伊春,2024,5299,1.26%↑,,,,,,
湖北,鄂州,2015,3103,--,,,,,,
湖北,鄂州,2016,3996,7.2%↑,,,,,,
湖北,鄂州,2017,4584,--,,,,,,
湖北,鄂州,2018,5839,0.46%↓,,,,,,
湖北,鄂州,2019,5716,0.24%↑,,,,,,
湖北,鄂州,2020,5813,1.03%↑,,,,,,
湖北,鄂州,2021,5794,1.04%↑,,,,,,
湖北,鄂州,2022,5685,0.16%↑,,,,,,
湖北,鄂州,2023,5456,0.49%↓,,,,,,
湖北,鄂州,2024,5369,0.1%↑,,,,,,
湖北,恩施,2015,4592,--,,,,,,
湖北,恩施,2016,4689,0.67%↑,,,,,,
湖北,恩施,2017,5357,0.06%↑,,,,,,
湖北,恩施,2018,6077,1.13%↑,,,,,,
湖北,恩施,2019,6319,0.1%↓,,,,,,
湖北,恩施,2020,6378,0.41%↓,,,,,,
湖北,恩施,2021,6271,0.98%↓,,,,,,
湖北,恩施,2022,6292,0.01%↓,,,,,,
湖北,恩施,2023,5984,0.06%↓,,,,,,
湖北,恩施,2024,6037,1.08%↑,,,,,,
湖北,黄冈,2015,3599,2%↑,,,,,,
湖北,黄冈,2016,3650,0.55%↑,,,,,,
湖北,黄冈,2017,4676,0.06%↑,,,,,,
湖北,黄冈,2018,5576,0.11%↓,,,,,,
湖北,黄冈,2019,6157,0.44%↓,,,,,,
湖北,黄冈,2020,6069,0.05%↓,,,,,,
湖北,黄冈,2021,6130,1.06%↑,,,,,,
湖北,黄冈,2022,6560,0.57%↑,,,,,,
湖北,黄冈,2023,5455,2.01%↓,,,,,,
湖北,黄冈,2024,5403,0.32%↓,,,,,,
湖北,黄石,2015,4692,--,,,,,,
湖北,黄石,2016,5038,0.29%↑,,,,,,
湖北,黄石,2017,6209,--,,,,,,
湖北,黄石,2018,6956,2.17%↓,,,,,,
湖北,黄石,2019,6411,2.13%↓,,,,,,
湖北,黄石,2020,6252,0.38%↓,,,,,,
湖北,黄石,2021,5984,0.54%↓,,,,,,
湖北,黄石,2022,5921,0.32%↓,,,,,,
湖北,黄石,2023,5507,1.25%↓,,,,,,
湖北,黄石,2024,5487,0.29%↑,,,,,,
湖北,荆门,2015,3608,--,,,,,,
湖北,荆门,2016,3621,0.07%↑,,,,,,
湖北,荆门,2017,4434,0.09%↓,,,,,,
湖北,荆门,2018,5016,1.01%↓,,,,,,
湖北,荆门,2019,5326,1.06%↓,,,,,,
湖北,荆门,2020,5296,0.59%↑,,,,,,
湖北,荆门,2021,5049,1.31%↓,,,,,,
湖北,荆门,2022,5174,0.26%↓,,,,,,
湖北,荆门,2023,4651,0.3%↓,,,,,,
湖北,荆门,2024,4653,0.4%↑,,,,,,
湖北,荆州,2015,4533,--,,,,,,
湖北,荆州,2016,4718,0.72%↑,,,,,,
湖北,荆州,2017,6362,--,,,,,,
湖北,荆州,2018,6311,1.46%↓,,,,,,
湖北,荆州,2019,6573,0.28%↓,,,,,,
湖北,荆州,2020,6421,0.78%↓,,,,,,
湖北,荆州,2021,6368,0.95%↑,,,,,,
湖北,荆州,2022,6330,0.32%↑,,,,,,
湖北,荆州,2023,5533,0.68%↓,,,,,,
湖北,荆州,2024,5512,0.55%↑,,,,,,
湖北,潜江,2017,4863,0.02%↑,,,,,,
湖北,潜江,2018,6095,2.89%↓,,,,,,
湖北,潜江,2019,5366,0.06%↓,,,,,,
湖北,潜江,2020,5463,2.5%↑,,,,,,
湖北,潜江,2021,5467,0.92%↓,,,,,,
湖北,潜江,2022,5528,0.59%↑,,,,,,
湖北,潜江,2023,5321,1.57%↓,,,,,,
湖北,潜江,2024,5411,0.75%↓,,,,,,
湖北,十堰,2015,5000,--,,,,,,
湖北,十堰,2016,5000,0.1%↓,,,,,,
湖北,十堰,2017,5391,0.06%↑,,,,,,
湖北,十堰,2018,5791,0.39%↓,,,,,,
湖北,十堰,2019,6236,0.31%↑,,,,,,
湖北,十堰,2020,6266,0.63%↓,,,,,,
湖北,十堰,2021,6249,0.92%↓,,,,,,
湖北,十堰,2022,6555,0.94%↓,,,,,,
湖北,十堰,2023,5707,0.24%↓,,,,,,
湖北,十堰,2024,5638,0.52%↓,,,,,,
湖北,随州,2016,3548,--,,,,,,
湖北,随州,2017,4995,0.02%↓,,,,,,
湖北,随州,2018,5401,1.02%↓,,,,,,
湖北,随州,2019,5345,0.74%↑,,,,,,
湖北,随州,2020,5267,0.48%↑,,,,,,
湖北,随州,2021,5246,0.03%↑,,,,,,
湖北,随州,2022,5277,0.07%↑,,,,,,
湖北,随州,2023,5223,0.09%↓,,,,,,
湖北,随州,2024,5122,0.83%↓,,,,,,
湖北,天门,2019,5392,0.34%↓,,,,,,
湖北,天门,2020,5413,0.46%↓,,,,,,
湖北,天门,2021,5393,0.1%↓,,,,,,
湖北,天门,2022,5329,0.17%↓,,,,,,
湖北,天门,2023,5130,0.51%↓,,,,,,
湖北,天门,2024,5130,0.36%↑,,,,,,
湖北,武汉,2015,10000,--,,,,,,
湖北,武汉,2016,13875,2.97%↑,,,,,,
湖北,武汉,2017,16259,0.01%↑,,,,,,
湖北,武汉,2018,17586,1.61%↓,,,,,,
湖北,武汉,2019,16818,1.17%↓,,,,,,
湖北,武汉,2020,16772,0.07%↑,,,,,,
湖北,武汉,2021,16765,0.64%↓,,,,,,
湖北,武汉,2022,15917,0.47%↓,,,,,,
湖北,武汉,2023,14467,1.36%↓,,,,,,
湖北,武汉,2024,14438,0.88%↑,,,,,,
湖北,仙桃,2018,6204,5.19%↑,,,,,,
湖北,仙桃,2019,5133,1.77%↓,,,,,,
湖北,仙桃,2020,4712,1.25%↑,,,,,,
湖北,仙桃,2021,4791,2.86%↑,,,,,,
湖北,仙桃,2022,4762,0.83%↑,,,,,,
湖北,仙桃,2023,5597,1.55%↑,,,,,,
湖北,仙桃,2024,5646,--,,,,,,
湖北,咸宁,2015,2875,--,,,,,,
湖北,咸宁,2016,2889,0.24%↑,,,,,,
湖北,咸宁,2017,3295,0.08%↑,,,,,,
湖北,咸宁,2018,4453,1.27%↓,,,,,,
湖北,咸宁,2019,4415,0.28%↑,,,,,,
湖北,咸宁,2020,4376,0.11%↓,,,,,,
湖北,咸宁,2021,4433,0.33%↓,,,,,,
湖北,咸宁,2022,4467,1.16%↑,,,,,,
湖北,咸宁,2023,4352,0.66%↓,,,,,,
湖北,咸宁,2024,4359,0.2%↑,,,,,,
湖北,襄阳,2015,5473,7%↓,,,,,,
湖北,襄阳,2016,6260,1.47%↓,,,,,,
湖北,襄阳,2017,8395,0.02%↓,,,,,,
湖北,襄阳,2018,8846,0.42%↓,,,,,,
湖北,襄阳,2019,9210,0.17%↓,,,,,,
湖北,襄阳,2020,9113,0.58%↓,,,,,,
湖北,襄阳,2021,8548,1.78%↓,,,,,,
湖北,襄阳,2022,8372,0.89%↓,,,,,,
湖北,襄阳,2023,7788,1.39%↓,,,,,,
湖北,襄阳,2024,7807,0.25%↑,,,,,,
湖北,孝感,2015,4056,--,,,,,,
湖北,孝感,2016,4268,0.39%↑,,,,,,
湖北,孝感,2017,5194,0.1%↑,,,,,,
湖北,孝感,2018,5898,1.39%↓,,,,,,
湖北,孝感,2019,6171,2.08%↓,,,,,,
湖北,孝感,2020,5901,0.7%↓,,,,,,
湖北,孝感,2021,5522,0.84%↓,,,,,,
湖北,孝感,2022,5468,0.46%↑,,,,,,
湖北,孝感,2023,4850,0.88%↓,,,,,,
湖北,孝感,2024,4919,0.59%↑,,,,,,
湖北,宜昌,2015,6011,--,,,,,,
湖北,宜昌,2016,6299,0.17%↑,,,,,,
湖北,宜昌,2017,7532,0.02%↑,,,,,,
湖北,宜昌,2018,8885,1.63%↓,,,,,,
湖北,宜昌,2019,8098,1.37%↓,,,,,,
湖北,宜昌,2020,8010,0.66%↓,,,,,,
湖北,宜昌,2021,7765,0.35%↓,,,,,,
湖北,宜昌,2022,7805,0.16%↓,,,,,,
湖北,宜昌,2023,6867,0.18%↑,,,,,,
湖北,宜昌,2024,6892,0.46%↑,,,,,,
湖南,常德,2015,4766,1%↓,,,,,,
湖南,常德,2016,4848,0.77%↓,,,,,,
湖南,常德,2017,6207,0.03%↑,,,,,,
湖南,常德,2018,6799,1.11%↓,,,,,,
湖南,常德,2019,7054,0.48%↑,,,,,,
湖南,常德,2020,6688,0.76%↑,,,,,,
湖南,常德,2021,6571,1.43%↑,,,,,,
湖南,常德,2022,6169,2.13%↑,,,,,,
湖南,常德,2023,5488,0.61%↓,,,,,,
湖南,常德,2024,5438,0.08%↓,,,,,,
湖南,郴州,2015,3839,2%↑,,,,,,
湖南,郴州,2016,4004,0.23%↑,,,,,,
湖南,郴州,2017,4809,0.04%↑,,,,,,
湖南,郴州,2018,5909,0.36%↑,,,,,,
湖南,郴州,2019,6116,2.62%↓,,,,,,
湖南,郴州,2020,6173,0.83%↓,,,,,,
湖南,郴州,2021,6296,0.4%↑,,,,,,
湖南,郴州,2022,6206,0.26%↑,,,,,,
湖南,郴州,2023,5717,1.91%↓,,,,,,
湖南,郴州,2024,5608,0.11%↓,,,,,,
湖南,衡阳,2015,3479,1%↑,,,,,,
湖南,衡阳,2016,3687,0.45%↑,,,,,,
湖南,衡阳,2017,4744,0.04%↑,,,,,,
湖南,衡阳,2018,5506,0.1%↑,,,,,,
湖南,衡阳,2019,5552,0.28%↓,,,,,,
湖南,衡阳,2020,5440,0.55%↑,,,,,,
湖南,衡阳,2021,5782,0.34%↑,,,,,,
湖南,衡阳,2022,5880,1.2%↑,,,,,,
湖南,衡阳,2023,4926,0.58%↑,,,,,,
湖南,衡阳,2024,4883,0.64%↑,,,,,,
湖南,怀化,2015,3716,1%↑,,,,,,
湖南,怀化,2016,3904,0.47%↑,,,,,,
湖南,怀化,2017,4962,0.01%↑,,,,,,
湖南,怀化,2018,5592,1.47%↑,,,,,,
湖南,怀化,2019,5784,0.21%↓,,,,,,
湖南,怀化,2020,5442,1.46%↓,,,,,,
湖南,怀化,2021,5343,0.79%↓,,,,,,
湖南,怀化,2022,5438,1.69%↑,,,,,,
湖南,怀化,2023,4555,1.36%↓,,,,,,
湖南,怀化,2024,4545,0.36%↓,,,,,,
湖南,娄底,2015,3028,28%↓,,,,,,
湖南,娄底,2016,3194,9.05%↓,,,,,,
湖南,娄底,2017,4743,0.02%↑,,,,,,
湖南,娄底,2018,5344,1.59%↑,,,,,,
湖南,娄底,2019,5662,0.89%↓,,,,,,
湖南,娄底,2020,5807,0.08%↓,,,,,,
湖南,娄底,2021,5854,1.18%↑,,,,,,
湖南,娄底,2022,5545,0.59%↓,,,,,,
湖南,娄底,2023,5216,1.04%↓,,,,,,
湖南,娄底,2024,5182,1.44%↑,,,,,,
湖南,邵阳,2015,3986,1%↓,,,,,,
湖南,邵阳,2016,4204,1.83%↑,,,,,,
湖南,邵阳,2017,4530,0.01%↑,,,,,,
湖南,邵阳,2018,5123,0.76%↓,,,,,,
湖南,邵阳,2019,5541,0.28%↓,,,,,,
湖南,邵阳,2020,5343,2.08%↓,,,,,,
湖南,邵阳,2021,5219,0.15%↓,,,,,,
湖南,邵阳,2022,5156,1.03%↓,,,,,,
湖南,邵阳,2023,4888,0.28%↓,,,,,,
湖南,邵阳,2024,4902,0.23%↓,,,,,,
湖南,湘潭,2015,3949,--,,,,,,
湖南,湘潭,2016,4427,2.17%↑,,,,,,
湖南,湘潭,2017,4899,0.03%↓,,,,,,
湖南,湘潭,2018,5288,0.22%↑,,,,,,
湖南,湘潭,2019,5485,0.63%↓,,,,,,
湖南,湘潭,2020,5637,0.56%↑,,,,,,
湖南,湘潭,2021,5764,0.18%↓,,,,,,
湖南,湘潭,2022,5590,0.42%↓,,,,,,
湖南,湘潭,2023,4929,2.14%↓,,,,,,
湖南,湘潭,2024,4926,0.96%↑,,,,,,
湖南,湘西,2017,3976,0.23%↑,,,,,,
湖南,湘西,2018,4750,--,,,,,,
湖南,湘西,2019,5224,0.26%↓,,,,,,
湖南,湘西,2020,5211,0.92%↓,,,,,,
湖南,湘西,2021,5235,0.38%↑,,,,,,
湖南,湘西,2022,5205,0.83%↑,,,,,,
湖南,湘西,2023,4768,0.7%↓,,,,,,
湖南,湘西,2024,4712,0.55%↑,,,,,,
湖南,益阳,2015,3772,3%↓,,,,,,
湖南,益阳,2016,3988,1.69%↑,,,,,,
湖南,益阳,2017,5542,0.17%↑,,,,,,
湖南,益阳,2018,6175,3.77%↓,,,,,,
湖南,益阳,2019,5984,0.49%↑,,,,,,
湖南,益阳,2020,5828,0.16%↑,,,,,,
湖南,益阳,2021,5951,0.43%↓,,,,,,
湖南,益阳,2022,6276,2.75%↑,,,,,,
湖南,益阳,2023,5336,1.36%↑,,,,,,
湖南,益阳,2024,5214,1.22%↓,,,,,,
湖南,永州,2015,3533,--,,,,,,
湖南,永州,2016,3699,0.02%↑,,,,,,
湖南,永州,2017,4811,0.09%↑,,,,,,
湖南,永州,2018,6140,1.23%↓,,,,,,
湖南,永州,2019,6609,0.26%↓,,,,,,
湖南,永州,2020,6026,1.77%↓,,,,,,
湖南,永州,2021,5659,1.79%↓,,,,,,
湖南,永州,2022,5263,0.65%↓,,,,,,
湖南,永州,2023,4912,0.59%↑,,,,,,
湖南,永州,2024,4876,0.19%↓,,,,,,
湖南,岳阳,2016,5208,--,,,,,,
湖南,岳阳,2017,6909,--,,,,,,
湖南,岳阳,2018,7148,2.19%↓,,,,,,
湖南,岳阳,2019,7173,1.23%↓,,,,,,
湖南,岳阳,2020,6694,1.28%↓,,,,,,
湖南,岳阳,2021,6474,0.3%↓,,,,,,
湖南,岳阳,2022,6738,1.13%↑,,,,,,
湖南,岳阳,2023,5941,0.88%↓,,,,,,
湖南,岳阳,2024,5904,0.29%↑,,,,,,
湖南,张家界,2016,3728,--,,,,,,
湖南,张家界,2017,6626,0.16%↑,,,,,,
湖南,张家界,2018,6916,1.31%↓,,,,,,
湖南,张家界,2019,6914,0.1%↓,,,,,,
湖南,张家界,2020,6757,1.04%↓,,,,,,
湖南,张家界,2021,6669,0.13%↑,,,,,,
湖南,张家界,2022,6623,0.58%↓,,,,,,
湖南,张家界,2023,6281,0.09%↓,,,,,,
湖南,张家界,2024,6217,0.19%↓,,,,,,
湖南,长沙,2015,6448,--,,,,,,
湖南,长沙,2016,7601,4.7%↑,,,,,,
湖南,长沙,2017,9873,0.02%↑,,,,,,
湖南,长沙,2018,10627,1.47%↓,,,,,,
湖南,长沙,2019,10078,0.01%↑,,,,,,
湖南,长沙,2020,10151,0.62%↑,,,,,,
湖南,长沙,2021,10496,0.46%↑,,,,,,
湖南,长沙,2022,10688,0.37%↑,,,,,,
湖南,长沙,2023,10020,0.65%↓,,,,,,
湖南,长沙,2024,9996,0.09%↑,,,,,,
湖南,株洲,2015,4557,6%↓,,,,,,
湖南,株洲,2016,4712,0.52%↓,,,,,,
湖南,株洲,2017,5475,0.02%↑,,,,,,
湖南,株洲,2018,6088,1.47%↓,,,,,,
湖南,株洲,2019,6391,1.26%↓,,,,,,
湖南,株洲,2020,6370,1.07%↓,,,,,,
湖南,株洲,2021,6321,0.01%↓,,,,,,
湖南,株洲,2022,6178,0.42%↑,,,,,,
湖南,株洲,2023,5342,1.7%↓,,,,,,
湖南,株洲,2024,5342,1.18%↑,,,,,,
吉林,白城,2015,3976,2%↓,,,,,,
吉林,白城,2016,4157,0.3%↓,,,,,,
吉林,白城,2017,4975,0.01%↑,,,,,,
吉林,白城,2018,5208,--,,,,,,
吉林,白城,2019,4894,0.3%↓,,,,,,
吉林,白城,2020,4732,2.54%↓,,,,,,
吉林,白城,2021,4631,0.42%↓,,,,,,
吉林,白城,2022,4536,0.74%↓,,,,,,
吉林,白城,2023,4448,0.9%↓,,,,,,
吉林,白城,2024,4517,0.77%↑,,,,,,
吉林,白山,2017,3440,0.01%↑,,,,,,
吉林,白山,2018,3817,2.81%↓,,,,,,
吉林,白山,2019,4157,0.42%↓,,,,,,
吉林,白山,2020,4264,0.78%↑,,,,,,
吉林,白山,2021,4215,1.76%↓,,,,,,
吉林,白山,2022,4271,0.62%↓,,,,,,
吉林,白山,2023,4676,2.53%↑,,,,,,
吉林,白山,2024,4425,1.9%↓,,,,,,
吉林,吉林,2015,4684,--,,,,,,
吉林,吉林,2016,5434,0.31%↑,,,,,,
吉林,吉林,2017,5800,0.03%↑,,,,,,
吉林,吉林,2018,6599,0.15%↑,,,,,,
吉林,吉林,2019,7528,0.2%↑,,,,,,
吉林,吉林,2020,7618,1.34%↓,,,,,,
吉林,吉林,2021,7085,1.15%↓,,,,,,
吉林,吉林,2022,6446,0.55%↑,,,,,,
吉林,吉林,2023,6020,1.26%↓,,,,,,
吉林,吉林,2024,6004,0.15%↑,,,,,,
吉林,辽源,2015,3944,--,,,,,,
吉林,辽源,2016,4000,0.02%↓,,,,,,
吉林,辽源,2017,4037,0.04%↑,,,,,,
吉林,辽源,2018,4188,0.03%↑,,,,,,
吉林,辽源,2019,4641,0.48%↑,,,,,,
吉林,辽源,2020,4686,0.55%↑,,,,,,
吉林,辽源,2021,4808,0.36%↓,,,,,,
吉林,辽源,2022,4660,0.67%↑,,,,,,
吉林,辽源,2023,4349,0.51%↓,,,,,,
吉林,辽源,2024,4393,0.87%↑,,,,,,
吉林,四平,2016,3678,--,,,,,,
吉林,四平,2017,4723,0.02%↑,,,,,,
吉林,四平,2018,5014,0.79%↑,,,,,,
吉林,四平,2019,5151,0.56%↓,,,,,,
吉林,四平,2020,5346,1.87%↓,,,,,,
吉林,四平,2021,4893,0.8%↓,,,,,,
吉林,四平,2022,4484,0.76%↑,,,,,,
吉林,四平,2023,4299,--,,,,,,
吉林,四平,2024,4216,0.3%↓,,,,,,
吉林,松原,2015,4184,2%↓,,,,,,
吉林,松原,2016,4376,0.32%↓,,,,,,
吉林,松原,2017,4430,--,,,,,,
吉林,松原,2018,4573,0.17%↓,,,,,,
吉林,松原,2019,4546,0.24%↑,,,,,,
吉林,松原,2020,4632,0.25%↑,,,,,,
吉林,松原,2021,4698,0.16%↑,,,,,,
吉林,松原,2022,4753,0.12%↓,,,,,,
吉林,松原,2023,4678,0.56%↑,,,,,,
吉林,松原,2024,4667,0.37%↑,,,,,,
吉林,通化,2015,3272,11%↓,,,,,,
吉林,通化,2016,3856,3.13%↑,,,,,,
吉林,通化,2017,4497,0.03%↓,,,,,,
吉林,通化,2018,5072,0.47%↓,,,,,,
吉林,通化,2019,5140,0.48%↑,,,,,,
吉林,通化,2020,5180,0.27%↓,,,,,,
吉林,通化,2021,5170,0.59%↑,,,,,,
吉林,通化,2022,5124,0.46%↓,,,,,,
吉林,通化,2023,4911,0.28%↓,,,,,,
吉林,通化,2024,4842,0.06%↑,,,,,,
吉林,延边,2016,4710,0.37%↓,,,,,,
吉林,延边,2017,4876,0.03%↓,,,,,,
吉林,延边,2018,5379,0.65%↑,,,,,,
吉林,延边,2019,5336,0.05%↓,,,,,,
吉林,延边,2020,5392,0.09%↑,,,,,,
吉林,延边,2021,5453,0.33%↑,,,,,,
吉林,延边,2022,5308,0.18%↓,,,,,,
吉林,延边,2023,5392,0.08%↓,,,,,,
吉林,延边,2024,5408,0.27%↑,,,,,,
吉林,长春,2015,6770,--,,,,,,
吉林,长春,2016,6837,0.59%↑,,,,,,
吉林,长春,2017,7482,0.03%↑,,,,,,
吉林,长春,2018,9195,0.55%↑,,,,,,
吉林,长春,2019,9590,0.68%↓,,,,,,
吉林,长春,2020,9533,0.39%↓,,,,,,
吉林,长春,2021,9329,0.69%↓,,,,,,
吉林,长春,2022,8915,0.11%↓,,,,,,
