省份,城市,年份,价格,趋势,,,,,,,
河北,石家庄,2014,8729,0.38% ↑,,,,,,,
河北,石家庄,2015,8914,—,,,,,,,
河北,石家庄,2016,14758,8.24% ↑,,,,,,,
河北,石家庄,2017,16843,0.03% ↓,,,,,,,
河北,石家庄,2018,15471,1.62% ↓,,,,,,,
河北,石家庄,2019,15084,1.09% ↓,,,,,,,
河北,石家庄,2020,15165,0.12% ↓,,,,,,,
河北,石家庄,2021,13805,2.46% ↓,,,,,,,
河北,石家庄,2022,13390,1.43% ↑,,,,,,,
河北,石家庄,2023,12514,1.67% ↓,,,,,,,
河北,石家庄,2024,12460,0.25% ↑,,,,,,,
河北,唐山,2011,7641,0.31% ↓,,,,,,,
河北,唐山,2012,6732,7.13% ↑,,,,,,,
河北,唐山,2013,7579,0.08% ↓,,,,,,,
河北,唐山,2014,6916,6.10% ↑,,,,,,,
河北,唐山,2015,6071,—,,,,,,,
河北,唐山,2016,6195,0.04% ↑,,,,,,,
河北,唐山,2017,7284,0.03% ↓,,,,,,,
河北,唐山,2018,8163,0.32% ↓,,,,,,,
河北,唐山,2019,9485,0.34% ↓,,,,,,,
河北,唐山,2020,10268,1.13% ↓,,,,,,,
河北,唐山,2021,9490,0.04% ↓,,,,,,,
河北,唐山,2022,9496,0.34% ↑,,,,,,,
河北,唐山,2023,8403,0.11% ↑,,,,,,,
河北,唐山,2024,8404,0.15% ↑,,,,,,,
河北,邢台,2015,5555,—,,,,,,,
河北,邢台,2016,5432,—,,,,,,,
河北,邢台,2017,7644,0.03% ↓,,,,,,,
河北,邢台,2018,8099,0.46% ↓,,,,,,,
河北,邢台,2019,8271,0.49% ↓,,,,,,,
河北,邢台,2020,8261,0.10% ↑,,,,,,,
河北,邢台,2021,7845,1.24% ↓,,,,,,,
河北,邢台,2022,7771,2.13% ↑,,,,,,,
河北,邢台,2023,7063,1.07% ↓,,,,,,,
河北,邢台,2024,7109,0.53% ↑,,,,,,,
河北,张北,2019,5861,0.12% ↑,,,,,,,
河北,张北,2020,5861,—,,,,,,,
河北,张北,2021,5861,0.12% ↑,,,,,,,
河北,张北,2022,5834,—,,,,,,,
河北,张北,2023,5547,1.21% ↓,,,,,,,
河北,张北,2024,5533,—,,,,,,,
河北,张家口,2015,6321,—,,,,,,,
河北,张家口,2016,8772,1.60% ↑,,,,,,,
河北,张家口,2017,10372,0.08% ↓,,,,,,,
河北,张家口,2018,9802,1.32% ↓,,,,,,,
河北,张家口,2019,9153,2.79% ↓,,,,,,,
河北,张家口,2020,8830,0.09% ↑,,,,,,,
河北,张家口,2021,7620,1.88% ↓,,,,,,,
河北,张家口,2022,7380,0.06% ↑,,,,,,,
河北,张家口,2023,6644,0.58% ↓,,,,,,,
河北,张家口,2024,6638,0.35% ↑,,,,,,,
河北,正定,2019,13566,0.01% ↑,,,,,,,
河北,正定,2020,13526,0.04% ↓,,,,,,,
河北,正定,2021,13566,0.14% ↑,,,,,,,
河北,正定,2022,13526,—,,,,,,,
河北,正定,2023,12417,2.12% ↓,,,,,,,
河北,正定,2024,12303,0.36% ↓,,,,,,,
河南,安阳,2015,3862,2.00% ↑,,,,,,,
河南,安阳,2016,3839,0.47% ↑,,,,,,,
河南,安阳,2017,4971,0.05% ↑,,,,,,,
河南,安阳,2018,5643,0.34% ↓,,,,,,,
河南,安阳,2019,6101,0.75% ↑,,,,,,,
河南,安阳,2020,6204,0.24% ↑,,,,,,,
河南,安阳,2021,6537,0.87% ↓,,,,,,,
河南,安阳,2022,6525,0.06% ↓,,,,,,,
河南,安阳,2023,6043,0.89% ↓,,,,,,,
河南,安阳,2024,5959,0.54% ↓,,,,,,,
河南,鹤壁,2015,4758,—,,,,,,,
河南,鹤壁,2016,4528,0.96% ↑,,,,,,,
河南,鹤壁,2017,5573,0.04% ↑,,,,,,,
河南,鹤壁,2018,6624,0.37% ↓,,,,,,,
河南,鹤壁,2019,6976,1.12% ↑,,,,,,,
河南,鹤壁,2020,7225,0.49% ↓,,,,,,,
河南,鹤壁,2021,7315,1.12% ↓,,,,,,,
河南,鹤壁,2022,7544,0.78% ↓,,,,,,,
河南,鹤壁,2023,6875,1.53% ↓,,,,,,,
河南,鹤壁,2024,6313,6.69% ↓,,,,,,,
河南,济源,2015,3278,4.00% ↑,,,,,,,
河南,济源,2016,3306,0.09% ↑,,,,,,,
河南,济源,2017,5281,0.14% ↑,,,,,,,
河南,济源,2018,6058,3.10% ↓,,,,,,,
河南,济源,2019,6291,0.51% ↓,,,,,,,
河南,济源,2020,6264,—,,,,,,,
河南,济源,2021,6279,0.29% ↓,,,,,,,
河南,济源,2022,6289,0.08% ↓,,,,,,,
河南,济源,2023,7137,0.88% ↑,,,,,,,
河南,济源,2024,7349,0.41% ↑,,,,,,,
河南,焦作,2015,4294,3.00% ↓,,,,,,,
河南,焦作,2016,4085,0.59% ↑,,,,,,,
河南,焦作,2017,4881,0.16% ↑,,,,,,,
河南,焦作,2018,5057,2.77% ↓,,,,,,,
河南,焦作,2019,5429,2.93% ↓,,,,,,,
河南,焦作,2020,5305,1.48% ↓,,,,,,,
河南,焦作,2021,5549,0.79% ↓,,,,,,,
河南,焦作,2022,5939,2.25% ↑,,,,,,,
河南,焦作,2023,5400,0.32% ↓,,,,,,,
河南,焦作,2024,5581,2.68% ↑,,,,,,,
河南,开封,2015,4505,1.00% ↓,,,,,,,
河南,开封,2016,4460,0.75% ↑,,,,,,,
河南,开封,2017,6092,0.04% ↑,,,,,,,
河南,开封,2018,6633,0.62% ↓,,,,,,,
河南,开封,2019,7524,0.30% ↓,,,,,,,
河南,开封,2020,7678,1.97% ↓,,,,,,,
河南,开封,2021,6872,1.29% ↓,,,,,,,
河南,开封,2022,6596,0.29% ↓,,,,,,,
河南,开封,2023,5822,2.07% ↓,,,,,,,
河南,开封,2024,5759,0.75% ↑,,,,,,,
河南,洛阳,2011,5454,0.04% ↓,,,,,,,
河南,洛阳,2012,5054,2.97% ↓,,,,,,,
河南,洛阳,2013,5281,0.60% ↑,,,,,,,
河南,洛阳,2014,6020,2.52% ↑,,,,,,,
河南,洛阳,2015,4812,4.00% ↓,,,,,,,
河南,洛阳,2016,4956,0.62% ↑,,,,,,,
河南,洛阳,2017,6495,0.05% ↑,,,,,,,
河南,洛阳,2018,7673,0.90% ↑,,,,,,,
河南,洛阳,2019,8556,0.40% ↑,,,,,,,
河南,洛阳,2020,8838,0.49% ↑,,,,,,,
河南,洛阳,2021,9082,0.24% ↓,,,,,,,
河南,洛阳,2022,8867,3.48% ↑,,,,,,,
河南,洛阳,2023,6969,2.02% ↓,,,,,,,
河南,洛阳,2024,6792,0.01% ↓,,,,,,,
河南,漯河,2015,3390,—,,,,,,,
河南,漯河,2016,3858,0.01% ↑,,,,,,,
河南,漯河,2017,4338,0.04% ↑,,,,,,,
河南,漯河,2018,5298,0.16% ↑,,,,,,,
河南,漯河,2019,5711,1.65% ↓,,,,,,,
河南,漯河,2020,5814,0.22% ↑,,,,,,,
河南,漯河,2021,5819,1.71% ↓,,,,,,,
河南,漯河,2022,5888,0.02% ↓,,,,,,,
河南,漯河,2023,5235,1.09% ↓,,,,,,,
河南,漯河,2024,5232,0.53% ↑,,,,,,,
河南,南阳,2015,4432,—,,,,,,,
河南,南阳,2016,4564,0.18% ↑,,,,,,,
河南,南阳,2017,5234,0.01% ↑,,,,,,,
河南,南阳,2018,6943,0.21% ↑,,,,,,,
河南,南阳,2019,8395,0.19% ↓,,,,,,,
河南,南阳,2020,8585,0.26% ↓,,,,,,,
河南,南阳,2021,8430,0.94% ↓,,,,,,,
河南,南阳,2022,7894,0.79% ↓,,,,,,,
河南,南阳,2023,6741,1.75% ↓,,,,,,,
河南,南阳,2024,6699,0.69% ↑,,,,,,,
河南,平顶山,2015,4877,—,,,,,,,
河南,平顶山,2016,4867,0.23% ↑,,,,,,,
河南,平顶山,2017,5155,0.01% ↑,,,,,,,
河南,平顶山,2018,5325,0.47% ↓,,,,,,,
河南,平顶山,2019,6154,0.85% ↓,,,,,,,
河南,平顶山,2020,6068,0.47% ↑,,,,,,,
河南,平顶山,2021,6191,0.76% ↓,,,,,,,
河南,平顶山,2022,6091,0.64% ↑,,,,,,,
河南,平顶山,2023,5567,0.17% ↑,,,,,,,
河南,平顶山,2024,5599,1.07% ↑,,,,,,,
河南,濮阳,2015,5463,—,,,,,,,
河南,濮阳,2016,5400,0.47% ↓,,,,,,,
河南,濮阳,2017,6145,0.01% ↑,,,,,,,
河南,濮阳,2018,6877,0.44% ↓,,,,,,,
河南,濮阳,2019,7572,0.05% ↑,,,,,,,
河南,濮阳,2020,7961,1.48% ↑,,,,,,,
河南,濮阳,2021,8119,1.89% ↓,,,,,,,
河南,濮阳,2022,7968,1.18% ↓,,,,,,,
河南,濮阳,2023,7323,0.64% ↓,,,,,,,
河南,濮阳,2024,7142,0.48% ↓,,,,,,,
河南,三门峡,2016,3665,—,,,,,,,
河南,三门峡,2017,4785,0.03% ↑,,,,,,,
河南,三门峡,2018,5059,0.16% ↑,,,,,,,
河南,三门峡,2019,4970,0.58% ↓,,,,,,,
河南,三门峡,2020,4970,0.58% ↓,,,,,,,
河南,三门峡,2021,5595,2.64% ↓,,,,,,,
河南,三门峡,2022,5771,0.58% ↓,,,,,,,
河南,三门峡,2023,5476,0.34% ↑,,,,,,,
河南,三门峡,2024,5167,1.76% ↓,,,,,,,
河南,商丘,2016,3843,0.25% ↑,,,,,,,
河南,商丘,2017,4992,0.06% ↑,,,,,,,
河南,商丘,2018,5600,1.24% ↓,,,,,,,
河南,商丘,2019,5614,0.14% ↑,,,,,,,
河南,商丘,2020,5855,0.57% ↑,,,,,,,
河南,商丘,2021,5940,1.15% ↓,,,,,,,
河南,商丘,2022,6284,1.12% ↑,,,,,,,
河南,商丘,2023,5556,1.06% ↓,,,,,,,
河南,商丘,2024,5513,0.33% ↑,,,,,,,
河南,新乡,2015,4355,6.00% ↓,,,,,,,
河南,新乡,2016,4939,1.03% ↓,,,,,,,
河南,新乡,2017,6003,0.02% ↓,,,,,,,
河南,新乡,2018,6614,0.25% ↓,,,,,,,
河南,新乡,2019,6950,0.08% ↓,,,,,,,
河南,新乡,2020,6968,1.44% ↓,,,,,,,
河南,新乡,2021,6807,0.51% ↓,,,,,,,
河南,新乡,2022,7063,0.27% ↑,,,,,,,
河南,新乡,2023,6428,1.18% ↓,,,,,,,
河南,新乡,2024,6481,0.74% ↑,,,,,,,
河南,信阳,2016,5039,0.10% ↓,,,,,,,
河南,信阳,2017,6253,0.01% ↑,,,,,,,
河南,信阳,2018,6327,0.08% ↓,,,,,,,
河南,信阳,2019,6459,0.08% ↑,,,,,,,
河南,信阳,2020,6563,0.81% ↓,,,,,,,
河南,信阳,2021,6702,0.55% ↓,,,,,,,
河南,信阳,2022,6441,1.81% ↓,,,,,,,
河南,信阳,2023,5879,2.42% ↓,,,,,,,
河南,信阳,2024,5816,0.17% ↓,,,,,,,
河南,许昌,2015,5050,12.00% ↑,,,,,,,
河南,许昌,2016,5305,0.11% ↓,,,,,,,
河南,许昌,2017,6407,0.08% ↓,,,,,,,
河南,许昌,2018,6319,1.49% ↓,,,,,,,
河南,许昌,2019,6641,0.59% ↓,,,,,,,
河南,许昌,2020,6622,0.22% ↑,,,,,,,
河南,许昌,2021,5932,3.57% ↓,,,,,,,
河南,许昌,2022,6288,2.45% ↑,,,,,,,
河南,许昌,2023,5385,0.39% ↓,,,,,,,
河南,许昌,2024,5330,0.05% ↓,,,,,,,
河南,鄢陵,2019,4960,—,,,,,,,
河南,鄢陵,2020,4960,—,,,,,,,
河南,鄢陵,2021,4752,—,,,,,,,
河南,鄢陵,2022,4697,1.16% ↓,,,,,,,
河南,鄢陵,2023,4667,—,,,,,,,
河南,鄢陵,2024,4628,0.04% ↓,,,,,,,
河南,禹州,2019,4728,0.14% ↑,,,,,,,
河南,禹州,2020,4730,—,,,,,,,
河南,禹州,2021,4722,—,,,,,,,
河南,禹州,2022,4722,—,,,,,,,
河南,禹州,2023,4536,2.63% ↓,,,,,,,
河南,禹州,2024,4356,0.72% ↓,,,,,,,
河南,长葛,2019,4771,0.40% ↑,,,,,,,
河南,长葛,2020,4775,0.02% ↓,,,,,,,
河南,长葛,2021,4733,—,,,,,,,
河南,长葛,2022,4752,—,,,,,,,
河南,长葛,2023,4524,0.57% ↓,,,,,,,
河南,长葛,2024,4466,0.07% ↓,,,,,,,
河南,郑州,2010,5697,2.55% ↑,,,,,,,
河南,郑州,2011,6513,0.92% ↓,,,,,,,
河南,郑州,2012,6881,0.83% ↑,,,,,,,
河南,郑州,2013,8163,0.91% ↑,,,,,,,
河南,郑州,2014,8434,0.14% ↓,,,,,,,
河南,郑州,2015,8719,1.00% ↓,,,,,,,
河南,郑州,2016,11994,2.73% ↑,,,,,,,
河南,郑州,2017,12756,0.01% ↓,,,,,,,
河南,郑州,2018,13473,0.95% ↓,,,,,,,
河南,郑州,2019,13160,0.85% ↓,,,,,,,
河南,郑州,2020,13409,0.05% ↓,,,,,,,
河南,郑州,2021,13311,0.11% ↓,,,,,,,
河南,郑州,2022,13398,0.19% ↓,,,,,,,
河南,郑州,2023,11383,0.82% ↓,,,,,,,
河南,郑州,2024,11326,0.26% ↓,,,,,,,
河南,周口,2016,4838,—,,,,,,,
河南,周口,2017,4399,0.04% ↓,,,,,,,
河南,周口,2018,4775,0.92% ↑,,,,,,,
河南,周口,2019,4945,1.10% ↑,,,,,,,
河南,周口,2020,4952,0.32% ↑,,,,,,,
河南,周口,2021,4921,0.22% ↓,,,,,,,
河南,周口,2022,4913,0.08% ↓,,,,,,,
河南,周口,2023,5042,1.05% ↑,,,,,,,
河南,周口,2024,4998,0.25% ↓,,,,,,,
河南,驻马店,2016,4903,—,,,,,,,
河南,驻马店,2017,6592,0.02% ↑,,,,,,,
河南,驻马店,2018,6381,0.91% ↑,,,,,,,
河南,驻马店,2019,6442,3.39% ↓,,,,,,,
河南,驻马店,2020,6606,1.37% ↓,,,,,,,
河南,驻马店,2021,6104,2.06% ↓,,,,,,,
河南,驻马店,2022,6057,0.80% ↓,,,,,,,
河南,驻马店,2023,5531,1.73% ↓,,,,,,,
河南,驻马店,2024,5476,0.02% ↑,,,,,,,
黑龙江,大庆,2015,5032,—,,,,,,,
黑龙江,大庆,2016,5059,0.36% ↑,,,,,,,
黑龙江,大庆,2017,5141,—,,,,,,,
黑龙江,大庆,2018,5248,1.02% ↓,,,,,,,
黑龙江,大庆,2019,5338,1.08% ↓,,,,,,,
黑龙江,大庆,2020,5322,0.75% ↓,,,,,,,
黑龙江,大庆,2021,5062,0.50% ↓,,,,,,,
黑龙江,大庆,2022,4877,0.93% ↓,,,,,,,
黑龙江,大庆,2023,4720,0.58% ↓,,,,,,,
黑龙江,大庆,2024,4751,0.07% ↑,,,,,,,
黑龙江,大兴安岭,2019,3356,—,,,,,,,
黑龙江,大兴安岭,2020,3356,—,,,,,,,
黑龙江,大兴安岭,2021,2970,—,,,,,,,
黑龙江,大兴安岭,2022,2970,—,,,,,,,
黑龙江,大兴安岭,2023,3436,1.79% ↓,,,,,,,
黑龙江,大兴安岭,2024,3444,0.09% ↓,,,,,,,
黑龙江,哈尔滨,2011,7466,0.15% ↑,,,,,,,
黑龙江,哈尔滨,2012,6944,0.33% ↓,,,,,,,
黑龙江,哈尔滨,2013,7442,0.23% ↓,,,,,,,
黑龙江,哈尔滨,2014,8222,9.13% ↓,,,,,,,
黑龙江,哈尔滨,2015,9057,1.00% ↑,,,,,,,
黑龙江,哈尔滨,2016,7563,0.43% ↓,,,,,,,
黑龙江,哈尔滨,2017,8281,0.03% ↑,,,,,,,
黑龙江,哈尔滨,2018,9545,0.22% ↑,,,,,,,
黑龙江,哈尔滨,2019,9825,0.53% ↑,,,,,,,
黑龙江,哈尔滨,2020,10042,0.15% ↑,,,,,,,
黑龙江,哈尔滨,2021,9639,0.96% ↓,,,,,,,
黑龙江,哈尔滨,2022,8908,0.33% ↓,,,,,,,
黑龙江,哈尔滨,2023,8097,0.11% ↓,,,,,,,
黑龙江,哈尔滨,2024,8236,0.92% ↑,,,,,,,
黑龙江,鹤岗,2019,1932,0.94% ↑,,,,,,,
黑龙江,鹤岗,2020,2022,2.39% ↑,,,,,,,
黑龙江,鹤岗,2021,2162,6.94% ↑,,,,,,,
黑龙江,鹤岗,2022,2077,1.92% ↓,,,,,,,
黑龙江,鹤岗,2023,1927,1.26% ↓,,,,,,,
黑龙江,鹤岗,2024,1874,1.79% ↓,,,,,,,
黑龙江,黑河,2019,3930,—,,,,,,,
黑龙江,黑河,2020,3961,0.50% ↑,,,,,,,
黑龙江,黑河,2021,4432,0.81% ↑,,,,,,,
黑龙江,黑河,2022,4018,0.98% ↓,,,,,,,
黑龙江,黑河,2023,4634,2.36% ↑,,,,,,,
黑龙江,黑河,2024,4741,1.57% ↑,,,,,,,
黑龙江,鸡西,2015,3176,—,,,,,,,
黑龙江,鸡西,2016,3185,0.93% ↑,,,,,,,
黑龙江,鸡西,2017,3337,0.06% ↑,,,,,,,
黑龙江,鸡西,2018,3524,1.68% ↑,,,,,,,
黑龙江,鸡西,2019,3809,—,,,,,,,
黑龙江,鸡西,2020,3810,—,,,,,,,
黑龙江,鸡西,2021,4186,1.79% ↓,,,,,,,
黑龙江,鸡西,2022,4152,0.45% ↓,,,,,,,
黑龙江,鸡西,2023,4408,0.26% ↓,,,,,,,
黑龙江,鸡西,2024,4330,0.59% ↓,,,,,,,
黑龙江,佳木斯,2015,3671,1.00% ↓,,,,,,,
黑龙江,佳木斯,2016,3680,0.51% ↑,,,,,,,
黑龙江,佳木斯,2017,4064,0.02% ↑,,,,,,,
黑龙江,佳木斯,2018,4352,0.22% ↑,,,,,,,
黑龙江,佳木斯,2019,4597,1.03% ↑,,,,,,,
黑龙江,佳木斯,2020,4672,0.94% ↓,,,,,,,
黑龙江,佳木斯,2021,4598,0.56% ↓,,,,,,,
黑龙江,佳木斯,2022,4358,1.48% ↑,,,,,,,
黑龙江,佳木斯,2023,3934,0.13% ↓,,,,,,,
黑龙江,佳木斯,2024,4056,2.50% ↑,,,,,,,
黑龙江,牡丹江,2015,4083,—,,,,,,,
黑龙江,牡丹江,2016,4218,0.18% ↑,,,,,,,
黑龙江,牡丹江,2017,4778,—,,,,,,,
黑龙江,牡丹江,2018,5083,0.30% ↑,,,,,,,
黑龙江,牡丹江,2019,5614,0.70% ↓,,,,,,,
黑龙江,牡丹江,2020,5553,0.19% ↓,,,,,,,
黑龙江,牡丹江,2021,5278,1.14% ↓,,,,,,,
黑龙江,牡丹江,2022,4771,0.30% ↓,,,,,,,
黑龙江,牡丹江,2023,4260,0.29% ↓,,,,,,,
黑龙江,牡丹江,2024,4228,0.26% ↓,,,,,,,
黑龙江,七台河,2019,3393,—,,,,,,,
黑龙江,七台河,2020,3393,0.03% ↓,,,,,,,
黑龙江,七台河,2021,3392,0.03% ↓,,,,,,,
黑龙江,七台河,2022,3378,0.17% ↓,,,,,,,
黑龙江,七台河,2023,3583,0.42% ↓,,,,,,,
黑龙江,七台河,2024,3580,0.70% ↑,,,,,,,
黑龙江,齐齐哈尔,2015,5220,—,,,,,,,
黑龙江,齐齐哈尔,2016,5182,0.38% ↑,,,,,,,
黑龙江,齐齐哈尔,2017,5143,0.02% ↑,,,,,,,
黑龙江,齐齐哈尔,2018,5393,1.18% ↑,,,,,,,
黑龙江,齐齐哈尔,2019,5488,0.08% ↑,,,,,,,
黑龙江,齐齐哈尔,2020,5532,0.01% ↑,,,,,,,
黑龙江,齐齐哈尔,2021,5538,0.98% ↓,,,,,,,
黑龙江,齐齐哈尔,2022,4927,1.05% ↓,,,,,,,
黑龙江,齐齐哈尔,2023,4751,0.92% ↓,,,,,,,
黑龙江,齐齐哈尔,2024,4769,0.04% ↑,,,,,,,
黑龙江,双鸭山,2019,2821,0.11% ↑,,,,,,,
黑龙江,双鸭山,2020,2870,—,,,,,,,
黑龙江,双鸭山,2021,2753,0.02% ↓,,,,,,,
黑龙江,双鸭山,2022,2972,2.37% ↑,,,,,,,
黑龙江,双鸭山,2023,3443,0.72% ↓,,,,,,,
黑龙江,双鸭山,2024,3475,0.60% ↑,,,,,,,
黑龙江,绥化,2015,3576,1.00% ↑,,,,,,,
黑龙江,绥化,2016,3497,0.03% ↓,,,,,,,
黑龙江,绥化,2017,3538,0.02% ↑,,,,,,,
黑龙江,绥化,2018,3778,2.07% ↑,,,,,,,
黑龙江,绥化,2019,4282,3.87% ↑,,,,,,,
黑龙江,绥化,2020,4535,0.28% ↓,,,,,,,
黑龙江,绥化,2021,4927,0.20% ↑,,,,,,,
黑龙江,绥化,2022,4888,1.31% ↑,,,,,,,
黑龙江,绥化,2023,4348,0.57% ↓,,,,,,,
黑龙江,绥化,2024,4395,0.91% ↑,,,,,,,
黑龙江,伊春,2019,4698,—,,,,,,,
黑龙江,伊春,2020,4698,—,,,,,,,
黑龙江,伊春,2021,4970,4.33% ↑,,,,,,,
黑龙江,伊春,2022,5118,2.59% ↑,,,,,,,
黑龙江,伊春,2023,5117,0.71% ↑,,,,,,,
黑龙江,伊春,2024,5251,1.17% ↑,,,,,,,
湖北,鄂州,2015,3078,—,,,,,,,
湖北,鄂州,2016,3964,7.20% ↑,,,,,,,
湖北,鄂州,2017,4547,—,,,,,,,
湖北,鄂州,2018,5792,0.46% ↓,,,,,,,
湖北,鄂州,2019,5670,0.23% ↑,,,,,,,
湖北,鄂州,2020,5659,0.03% ↑,,,,,,,
湖北,鄂州,2021,5692,0.45% ↓,,,,,,,
湖北,鄂州,2022,5631,0.02% ↑,,,,,,,
湖北,鄂州,2023,5412,0.49% ↓,,,,,,,
湖北,鄂州,2024,5323,0.04% ↑,,,,,,,
湖北,恩施,2015,4555,—,,,,,,,
湖北,恩施,2016,4651,0.67% ↑,,,,,,,
湖北,恩施,2017,5314,0.06% ↑,,,,,,,
湖北,恩施,2018,6028,1.13% ↑,,,,,,,
湖北,恩施,2019,6268,0.10% ↓,,,,,,,
湖北,恩施,2020,6282,0.20% ↑,,,,,,,
湖北,恩施,2021,6285,0.64% ↓,,,,,,,
湖北,恩施,2022,6242,0.01% ↑,,,,,,,
湖北,恩施,2023,5936,0.06% ↓,,,,,,,
湖北,恩施,2024,5983,1.00% ↑,,,,,,,
湖北,汉川,2020,4055,—,,,,,,,
湖北,汉川,2021,4055,—,,,,,,,
湖北,汉川,2022,4055,—,,,,,,,
湖北,汉川,2023,4055,—,,,,,,,
湖北,汉川,2024,4055,—,,,,,,,
湖北,黄冈,2015,3570,2.00% ↑,,,,,,,
湖北,黄冈,2016,3620,0.55% ↑,,,,,,,
湖北,黄冈,2017,4638,0.06% ↑,,,,,,,
湖北,黄冈,2018,5531,0.11% ↓,,,,,,,
湖北,黄冈,2019,6107,0.43% ↓,,,,,,,
湖北,黄冈,2020,6152,1.70% ↓,,,,,,,
湖北,黄冈,2021,6077,0.15% ↑,,,,,,,
湖北,黄冈,2022,6501,0.47% ↑,,,,,,,
湖北,黄冈,2023,5411,2.01% ↓,,,,,,,
湖北,黄冈,2024,5357,0.36% ↓,,,,,,,
湖北,黄石,2015,4654,—,,,,,,,
湖北,黄石,2016,4997,0.29% ↑,,,,,,,
湖北,黄石,2017,6159,—,,,,,,,
湖北,黄石,2018,6900,2.17% ↓,,,,,,,
湖北,黄石,2019,6364,2.06% ↓,,,,,,,
湖北,黄石,2020,6233,0.87% ↓,,,,,,,
湖北,黄石,2021,5970,0.74% ↓,,,,,,,
湖北,黄石,2022,5860,0.55% ↓,,,,,,,
湖北,黄石,2023,5462,1.25% ↓,,,,,,,
湖北,黄石,2024,5441,0.24% ↑,,,,,,,
湖北,荆门,2015,3579,—,,,,,,,
湖北,荆门,2016,3592,0.07% ↑,,,,,,,
湖北,荆门,2017,4398,0.09% ↓,,,,,,,
湖北,荆门,2018,4975,1.01% ↓,,,,,,,
湖北,荆门,2019,5286,1.00% ↓,,,,,,,
湖北,荆门,2020,5475,0.61% ↓,,,,,,,
湖北,荆门,2021,5162,0.89% ↓,,,,,,,
湖北,荆门,2022,5132,0.26% ↓,,,,,,,
湖北,荆门,2023,4613,0.30% ↓,,,,,,,
湖北,荆门,2024,4613,0.36% ↑,,,,,,,
湖北,荆州,2015,4496,—,,,,,,,
湖北,荆州,2016,4680,0.72% ↑,,,,,,,
湖北,荆州,2017,6311,—,,,,,,,
湖北,荆州,2018,6260,1.46% ↓,,,,,,,
湖北,荆州,2019,6518,0.31% ↓,,,,,,,
湖北,荆州,2020,6618,0.87% ↓,,,,,,,
湖北,荆州,2021,6298,0.98% ↓,,,,,,,
湖北,荆州,2022,6264,0.09% ↑,,,,,,,
湖北,荆州,2023,5488,0.68% ↓,,,,,,,
湖北,荆州,2024,5462,0.46% ↑,,,,,,,
湖北,潜江,2017,4824,0.02% ↑,,,,,,,
湖北,潜江,2018,6046,2.89% ↓,,,,,,,
湖北,潜江,2019,5324,0.06% ↓,,,,,,,
湖北,潜江,2020,5357,0.40% ↑,,,,,,,
湖北,潜江,2021,5534,0.55% ↓,,,,,,,
湖北,潜江,2022,5481,0.56% ↑,,,,,,,
湖北,潜江,2023,5278,1.57% ↓,,,,,,,
湖北,潜江,2024,5368,0.72% ↓,,,,,,,
湖北,十堰,2015,4960,—,,,,,,,
湖北,十堰,2016,4960,0.10% ↓,,,,,,,
湖北,十堰,2017,5347,0.06% ↑,,,,,,,
湖北,十堰,2018,5744,0.39% ↓,,,,,,,
湖北,十堰,2019,6183,0.27% ↑,,,,,,,
湖北,十堰,2020,6321,0.53% ↓,,,,,,,
湖北,十堰,2021,6353,0.90% ↓,,,,,,,
湖北,十堰,2022,6538,0.40% ↓,,,,,,,
湖北,十堰,2023,5661,0.24% ↓,,,,,,,
湖北,十堰,2024,5592,0.52% ↓,,,,,,,
湖北,随州,2017,4955,0.02% ↓,,,,,,,
湖北,随州,2018,5357,1.02% ↓,,,,,,,
湖北,随州,2019,5301,0.72% ↑,,,,,,,
湖北,随州,2020,5242,0.32% ↑,,,,,,,
湖北,随州,2021,5197,0.03% ↓,,,,,,,
湖北,随州,2022,5232,0.03% ↑,,,,,,,
湖北,随州,2023,5181,0.09% ↓,,,,,,,
湖北,随州,2024,5083,0.79% ↓,,,,,,,
湖北,天门,2019,5346,0.38% ↓,,,,,,,
湖北,天门,2020,5368,0.33% ↓,,,,,,,
湖北,天门,2021,5402,0.43% ↓,,,,,,,
湖北,天门,2022,5275,0.36% ↓,,,,,,,
湖北,天门,2023,5088,0.51% ↓,,,,,,,
湖北,天门,2024,5085,0.30% ↑,,,,,,,
湖北,武汉,2010,6849,2.07% ↑,,,,,,,
湖北,武汉,2011,7791,0.46% ↓,,,,,,,
湖北,武汉,2012,7934,0.49% ↑,,,,,,,
湖北,武汉,2013,8754,1.34% ↑,,,,,,,
湖北,武汉,2014,9165,0.13% ↑,,,,,,,
湖北,武汉,2015,9920,—,,,,,,,
湖北,武汉,2016,13764,2.97% ↑,,,,,,,
湖北,武汉,2017,16128,0.01% ↑,,,,,,,
湖北,武汉,2018,17445,1.61% ↓,,,,,,,
湖北,武汉,2019,16691,1.12% ↓,,,,,,,
湖北,武汉,2020,15996,4.67% ↑,,,,,,,
湖北,武汉,2021,16756,0.65% ↓,,,,,,,
湖北,武汉,2022,15768,0.61% ↓,,,,,,,
湖北,武汉,2023,14351,1.36% ↓,,,,,,,
湖北,武汉,2024,14316,0.84% ↑,,,,,,,
湖北,仙桃,2018,6154,5.19% ↑,,,,,,,
湖北,仙桃,2019,5092,1.75% ↓,,,,,,,
湖北,仙桃,2020,4604,0.39% ↑,,,,,,,
湖北,仙桃,2021,4534,1.38% ↓,,,,,,,
湖北,仙桃,2022,4711,0.56% ↑,,,,,,,
